-1.67203 0.195901 0.194009
-0.39875 -0.810831 -1
9.1449 7.53476 1
1.02385 0.280847 -1
7.23839 10.3372 1
8.20123 8.81148 1
2.10603 0.733192 -1
1.3723 -0.571814 -1
0.222007 1.77825 -1
8.87414 5.47477 1
0.419527 1.68659 -1
9.09114 7.78963 1
8.7717 8.20813 1
-0.315048 1.03322 -1
0.114218 -0.537304 -1
0.527553 -0.33764 -1
2.33167 1.72618 -1
9.21544 8.49559 1
9.43123 9.86743 1
7.60918 7.3745 1
7.82941 10.2908 1
8.59255 9.79998 1
7.65947 8.96702 1
8.83013 7.51373 1
8.33455 8.09105 1
0.0145525 0.487088 -1
2.6258 1.62026 -1
2.69932 0.158554 -1
8.62723 9.65237 1
8.36919 10.0793 1
6.57559 6.76268 1
-1.32132 1.5795 -1
8.45779 7.62896 1
7.76522 7.40066 1
7.16124 5.59769 1
1.24999 2.42167 -1
8.42555 8.2228 1
7.89023 8.14481 1
1.36708 0.927851 -1
1.08807 0.65534 -1
0.238262 1.45104 -1
8.58029 8.32459 1
7.57304 5.88879 1
7.04265 7.33308 1
8.32619 5.58901 1
6.61722 7.80488 1
8.44092 8.39912 1
7.13929 7.5319 1
6.94993 8.78565 1
9.17216 6.82637 1
7.90436 7.52259 1
6.32864 9.69176 1
2.15419 0.618878 -1
8.00457 7.54972 1
9.43631 9.08964 1
8.54917 7.60458 1
1.55994 2.26455 -1
8.78204 8.11143 1
8.35761 8.46342 1
1.44592 0.0912204 -1
7.6353 9.78012 1
8.18156 9.17011 1
8.07426 8.81094 1
7.27402 6.78725 1
9.6192 8.31476 1
2.54059 -0.539566 -1
0.503354 -0.00430191 -1
7.37 7.88495 1
8.64088 9.58638 1
2.53336 1.99908 -1
1.0641 0.474135 -1
9.6272 8.06177 1
9.2421 8.10607 1
0.70988 -1.09231 -1
0.537132 1.88667 -1
8.52096 7.08796 1
10.2206 5.89114 1
0.725351 -0.737324 -1
2.07095 0.140963 -1
7.43611 8.50892 1
9.65195 9.00246 1
7.32899 8.55906 1
8.86664 7.35723 1
2.07155 0.465664 -1
0.467926 1.53711 -1
8.88127 7.47514 1
0.991258 1.90833 -1
0.19741 0.908288 -1
0.200843 2.4503 -1
7.4011 8.29131 1
7.39027 7.70409 1
8.59884 6.79095 1
0.311153 2.5048 -1
8.63773 7.33049 1
2.17334 0.0296612 -1
8.99516 9.19218 1
0.74816 -0.113928 -1
0.782381 1.34663 -1
1.32835 1.41093 -1
0.78767 0.389253 -1
8.99062 7.03907 1
7.69367 8.19054 1
1.57543 1.45282 -1
8.38193 5.67806 1
0.847478 1.03227 -1
9.19968 7.20493 1
7.099 6.94278 1
-0.072095 -1.50069 -1
6.75223 7.95544 1
9.67966 7.60677 1
7.60941 8.67182 1
7.95035 9.90424 1
0.306035 1.9958 -1
1.72472 2.31538 -1
9.59278 7.27549 1
7.33016 8.67491 1
7.83394 7.75707 1
6.71428 7.7157 1
0.762872 0.656708 -1
0.814316 0.0432601 -1
-0.679538 0.238466 -1
8.55336 6.33604 1
0.245775 0.534977 -1
-0.661954 1.33409 -1
0.11785 0.0379326 -1
7.66002 8.55921 1
7.66632 8.34106 1
8.81122 6.60453 1
8.05386 6.47522 1
6.85535 7.38704 1
-1.01597 0.176687 -1
-0.061279 2.79136 -1
-0.244436 1.36716 -1
2.55027 1.50684 -1
0.391642 -0.997307 -1
-0.280841 -0.150445 -1
0.860459 0.394305 -1
0.585117 2.75161 -1
0.870544 0.207185 -1
8.45048 7.96507 1
7.91982 7.5423 1
1.25827 -1.32014 -1
8.43683 9.22683 1
0.0292147 1.13369 -1
2.29659 0.546853 -1
6.12632 11.0651 1
-1.0141 0.300618 -1
0.0491362 0.278679 -1
7.82877 7.26803 1
7.69297 9.18378 1
7.13064 8.2342 1
1.93201 1.07767 -1
1.54047 1.74153 -1
8.65076 8.28821 1
0.816138 1.62942 -1
1.30906 0.954282 -1
8.60428 7.9155 1
7.34209 8.03765 1
0.988074 -0.298818 -1
7.9214 8.27875 1
9.73867 7.62124 1
6.65475 6.82722 1
6.40969 7.15114 1
1.64427 0.331084 -1
0.414035 -0.50397 -1
-0.682681 1.06839 -1
1.08414 1.13932 -1
2.7937 0.951337 -1
8.09574 9.008 1
1.2532 0.514477 -1
9.0639 8.89303 1
8.23417 7.8048 1
2.25806 0.323445 -1
-1.89392 -0.611748 -1
8.4583 7.72122 1
9.20183 9.10504 1
-0.991657 2.33933 -1
8.96767 7.61414 1
8.8155 7.27425 1
1.04431 -1.10014 -1
8.5573 6.86622 1
-0.447514 1.61631 -1
9.33253 7.60161 1
5.18231 8.00724 1
7.85867 8.47877 1
0.81044 0.925052 -1
0.410861 0.981264 -1
1.52763 1.89129 -1
-1.22444 2.53698 -1
9.52307 8.84852 1
0.957593 1.83107 -1
8.61174 8.55149 1
5.76003 10.2527 1
9.64271 7.26718 1
1.11866 0.00806631 -1
1.74552 1.88572 -1
6.71682 9.10429 1
7.48213 8.67691 1
2.90299 2.03106 -1
7.42273 7.10925 1
7.59291 9.64339 1
7.69082 9.47237 1
7.22069 10.1534 1
0.504775 2.57689 -1
1.26029 2.19322 -1
2.88036 0.375518 -1
-0.619461 2.27752 -1
-0.0350982 1.74913 -1
9.59749 10.3721 1
8.99876 7.84845 1
2.12549 0.257187 -1
8.41107 8.02581 1
6.16314 9.28705 1
-0.283069 2.46069 -1
0.316719 -0.127527 -1
2.81981 1.40787 -1
2.348 1.23861 -1
1.16577 1.88062 -1
8.70683 6.72023 1
8.40956 8.15697 1
9.96147 8.36822 1
6.28799 8.06189 1
1.04481 2.23271 -1
1.233 1.84187 -1
1.50575 2.83495 -1
1.65151 1.81786 -1
7.34077 8.19455 1
7.60339 7.78714 1
7.63406 8.41436 1
7.46265 10.1503 1
0.716844 0.624564 -1
2.77013 2.01803 -1
1.32595 1.41629 -1
0.645869 1.74026 -1
8.18847 7.4966 1
7.72695 9.48902 1
1.25336 1.30619 -1
7.53229 8.6051 1
5.9684 7.74507 1
-0.152665 0.602457 -1
1.69805 1.17421 -1
1.91537 1.10188 -1
1.84864 -0.115602 -1
-0.593391 -0.278211 -1
-0.0393365 -0.276852 -1
0.53968 -0.914994 -1
0.0765306 0.750309 -1
2.33249 0.680317 -1
6.64174 6.45308 1
6.73174 5.94961 1
9.15301 7.91623 1
2.84123 0.397472 -1
0.873412 0.419099 -1
8.16115 8.87113 1
1.66209 1.8466 -1
1.57894 1.16552 -1
-0.242512 1.51739 -1
8.29496 7.70181 1
1.35074 0.84473 -1
7.43409 7.0564 1
9.38647 8.88927 1
5.34922 8.84551 1
0.711235 0.368043 -1
8.23267 7.89613 1
1.08316 1.92792 -1
9.48584 10.0838 1
7.86412 6.12029 1
0.771489 1.12664 -1
2.5572 1.63484 -1
0.764044 2.11309 -1
10.2085 8.37791 1
8.96454 8.90182 1
8.69814 8.25429 1
2.78711 1.5688 -1
9.06452 7.72514 1
1.21874 1.13969 -1
7.58407 8.54383 1
8.36972 8.78209 1
-0.811304 0.806276 -1
0.468535 1.72339 -1
8.93533 7.83493 1
5.96046 6.6983 1
7.74414 9.0775 1
1.6858 1.97462 -1
7.52746 7.15811 1
-0.664591 1.52819 -1
7.63848 8.64727 1
0.278863 0.882849 -1
7.84465 7.38656 1
1.76754 1.02996 -1
5.54281 8.28182 1
0.492537 3.24767 -1
7.4247 8.22325 1
2.07717 1.68683 -1
8.65472 8.55528 1
6.14536 8.1836 1
9.35097 7.69099 1
6.00122 8.97876 1
1.23185 2.81567 -1
2.21842 -0.193856 -1
8.72814 7.45874 1
8.02989 7.83275 1
1.73732 0.11733 -1
-0.290156 3.13879 -1
1.89139 0.154313 -1
7.63441 8.27022 1
8.67625 8.18941 1
2.53879 1.1313 -1
2.08282 0.195044 -1
0.26239 0.614358 -1
7.31889 7.10052 1
1.22487 3.52529 -1
6.6493 6.26195 1
7.69545 8.04858 1
0.117859 0.992221 -1
5.094 8.34599 1
0.529432 0.692404 -1
8.42253 10.732 1
0.222792 -0.0802224 -1
8.19709 7.65605 1
0.256293 2.99674 -1
7.49966 9.4778 1
6.42828 9.48084 1
9.54068 8.64604 1
8.9229 7.825 1
9.42477 7.82525 1
2.21515 0.190212 -1
7.21316 8.37638 1
1.07977 1.37467 -1
8.17033 9.36859 1
8.99926 7.05812 1
8.68039 8.3078 1
6.79503 6.48346 1
0.869766 1.58558 -1
1.27953 1.02251 -1
1.32128 0.0620683 -1
8.21286 8.9285 1
10.2006 7.98287 1
7.78904 7.86698 1
-0.0550781 -0.857488 -1
7.60717 8.85327 1
-0.170927 0.648522 -1
8.25419 8.77498 1
-0.260982 1.3926 -1
0.359612 1.42813 -1
7.88959 7.04985 1
0.0528989 1.25493 -1
7.21796 8.74211 1
-0.777406 0.995158 -1
7.07511 9.50653 1
1.53401 0.586892 -1
8.00623 8.10809 1
-0.922554 0.758861 -1
1.02568 2.38264 -1
6.97106 9.03379 1
10.122 7.56865 1
8.36419 6.60337 1
2.06088 0.846898 -1
7.45349 7.1164 1
9.44724 7.25072 1
7.4359 8.22247 1
2.06837 2.90965 -1
7.64861 8.52051 1
-0.0196154 1.15856 -1
0.613241 0.626107 -1
1.31946 0.845012 -1
1.58362 -0.8431 -1
7.93722 7.59942 1
1.13792 -0.248345 -1
0.566484 -0.0983272 -1
8.57399 8.14867 1
8.1557 6.22622 1
7.43693 8.40105 1
2.67664 1.89937 -1
1.934 -1.00558 -1
9.56208 8.24219 1
8.39156 8.16963 1
9.48752 7.17198 1
9.00955 6.11256 1
1.01732 1.93158 -1
8.48074 7.1863 1
0.408269 1.84059 -1
9.64176 8.05416 1
3.08797 -0.912398 -1
9.26564 8.34047 1
0.541442 0.152362 -1
6.82494 9.87905 1
8.97516 6.37523 1
9.50507 8.06392 1
6.25774 8.5116 1
0.349315 0.965206 -1
8.42563 8.2324 1
0.493026 0.381814 -1
1.40791 -0.359893 -1
6.91022 7.95191 1
8.19612 8.51284 1
-0.633868 0.0334588 -1
8.06502 8.84801 1
7.83737 8.50749 1
7.88514 8.0503 1
0.396738 0.862898 -1
0.953727 -0.481429 -1
-0.0121027 1.26374 -1
0.433074 2.42253 -1
9.33044 8.78124 1
7.81844 8.18354 1
1.61114 2.33374 -1
2.15749 2.29032 -1
1.27504 1.984 -1
7.89787 7.61707 1
7.08412 9.80317 1
7.40524 10.1541 1
-0.65333 0.377293 -1
2.56598 1.63247 -1
8.72801 8.20869 1
